operator;federal_state;latitude;longitude;power_kw;type;num_plugs
Berliner Stadtwerke KommunalPartner GmbH;Berlin;52.604165;13.335214;22;Normalladeeinrichtung;2
CPI Next Level Ventures GmbH;Berlin;52.60194871;13.33620194;22;Normalladeeinrichtung;2
CPI Next Level Ventures GmbH;Berlin;52.60194871;13.33620194;150;Schnellladeeinrichtung;2
Hans Laatzig Automobile GmbH;Berlin;52.603191;13.333737;39.65;Normalladeeinrichtung;2
Shell Deutschland GmbH;Berlin;52.589884;13.334643;360;Schnellladeeinrichtung;2
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.581637;13.334851;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.581709;13.335299;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.582356;13.339376;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.58242;13.339838;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.58247;13.340196;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.58951;13.3358;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.5826;13.34105;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.58268;13.3415;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.584299;13.338136;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.583706;13.34155;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.584761;13.337894;3.7;Normalladeeinrichtung;1
Lidl;Berlin;52.604;13.368;50;Schnellladeeinrichtung;3
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.639422;13.273517;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.639489;13.273812;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.629125;13.274707;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.643438;13.307242;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.643527;13.307697;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.627039;13.281772;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.627169;13.282187;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.627293;13.282581;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.634225;13.276391;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.634209;13.276832;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.633791;13.28636;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.63418;13.29627;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.6343;13.29676;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.63545;13.2988;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.63532;13.29826;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.62616;13.29403;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.63954;13.27695;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.63929;13.277;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.63898;13.27708;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.63485;13.27998;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.63461;13.28032;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.63437;13.28061;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.63104;13.2928;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.62857;13.27686;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.62877;13.27717;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.63381;13.29285;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.63543;13.30139;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.63554;13.30187;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.626;13.2929;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.62609;13.29355;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.62985;13.27229;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.63597;13.26954;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.63574;13.2697;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.63498;13.27088;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.63469;13.272;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.62672;13.26833;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.62684;13.26952;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.62806;13.27516;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.63402;13.28204;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.63401;13.2825;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.63397;13.28351;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.63743;13.26883;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.63755;13.26921;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.63947;13.28195;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.63971;13.2822;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.63998;13.28244;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.62577;13.28035;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.62602;13.28043;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.633877;13.285856;3.7;Normalladeeinrichtung;1
Shell Deutschland GmbH;Berlin;52.61585;13.30068;300;Schnellladeeinrichtung;2
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.607694;13.293394;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.608987;13.306995;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.609172;13.309169;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.609375;13.309487;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.617285;13.325829;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.616045;13.310913;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.614915;13.312266;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.61149;13.303537;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.611621;13.30394;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.623546;13.299375;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.622464;13.316059;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.622469;13.315278;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.622459;13.314364;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.627649;13.312816;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.627392;13.314088;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.627251;13.314491;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.627127;13.314878;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.626198;13.319224;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.626171;13.319655;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.607658;13.293895;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.607625;13.294246;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.62143;13.30163;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.62053;13.30259;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.62023;13.3029;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.60745;13.2968;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.60742;13.29769;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.60806;13.3044;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.6117;13.30914;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.61259;13.30969;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.61282;13.31013;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.61286;13.31057;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.62073;13.3181;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.62664;13.31757;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.62606;13.32171;3.7;Normalladeeinrichtung;1
Berliner Stadtwerke KommunalPartner GmbH;Berlin;52.605068;13.31357;3.7;Normalladeeinrichtung;1
EnBW mobility+ AG und Co.KG;Berlin;52.60773;13.325401;150;Schnellladeeinrichtung;3
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.610532;13.329176;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.610759;13.328956;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.60697;13.313008;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.60725;13.313028;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.610378;13.329328;3.7;Normalladeeinrichtung;1
Berliner Stadtwerke KommunalPartner GmbH;Berlin;52.569229;13.498827;3.7;Normalladeeinrichtung;1
Allego GmbH;Berlin;52.577336;13.293621;93;Schnellladeeinrichtung;2
Berliner Stadtwerke KommunalPartner GmbH;Berlin;52.590506;13.28121;22;Normalladeeinrichtung;2
Berliner Stadtwerke KommunalPartner GmbH;Berlin;52.528091;13.391272;22;Normalladeeinrichtung;2
Berliner Stadtwerke KommunalPartner GmbH;Berlin;52.578759;13.292492;22;Normalladeeinrichtung;2
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.578405;13.280333;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.578442;13.281158;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.578712;13.285553;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.577609;13.276487;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.57759;13.276942;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.5785;13.28252;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.57853;13.28299;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.57855;13.28345;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.57862;13.28726;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.57862;13.2882;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.57802;13.27818;3.7;Normalladeeinrichtung;1
Berliner Stadtwerke KommunalPartner GmbH;Berlin;52.591615;13.292612;22;Normalladeeinrichtung;2
Grüne Säule;Berlin;52.577487;13.295097;22;Normalladeeinrichtung;2
Ladekonzepte;Berlin;52.590782;13.307017;43;Normalladeeinrichtung;2
Ladekonzepte;Berlin;52.590828;13.306966;43;Normalladeeinrichtung;2
Mercedes- Benz AG - Niederlassung Berlin;Berlin;52.57769452;13.29562285;22;Normalladeeinrichtung;2
Mercedes- Benz AG - Niederlassung Berlin;Berlin;52.57765528;13.29565254;22;Normalladeeinrichtung;2
Mercedes- Benz AG - Niederlassung Berlin;Berlin;52.57762942;13.29570269;22;Normalladeeinrichtung;2
Mercedes- Benz AG - Niederlassung Berlin;Berlin;52.5774477;13.295852;44;Normalladeeinrichtung;2
Mercedes- Benz AG - Niederlassung Berlin;Berlin;52.5784862;13.2961405;44;Normalladeeinrichtung;2
Mercedes- Benz AG - Niederlassung Berlin;Berlin;52.5781669;13.2960979;44;Normalladeeinrichtung;2
Mercedes- Benz AG - Niederlassung Berlin;Berlin;52.5782592;13.296332;44;Normalladeeinrichtung;2
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.583023;13.299395;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.585682;13.307333;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.585444;13.307617;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.585223;13.307882;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.593846;13.291491;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.5936;13.291489;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.58454;13.303047;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.584977;13.304273;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.582515;13.295698;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.582358;13.296033;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.594113;13.291507;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.583023;13.299395;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.58146;13.29864;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.58135;13.299;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.58121;13.29945;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.5899;13.30302;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.5872;13.30555;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.58462;13.3086;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.5844;13.30887;3.7;Normalladeeinrichtung;1
Shell Deutschland GmbH;Berlin;52.480696;13.502445;175;Schnellladeeinrichtung;1
Shell Deutschland GmbH;Berlin;52.480696;13.502445;175;Schnellladeeinrichtung;1
Allego GmbH;Berlin;52.534166;13.192741;93;Schnellladeeinrichtung;2
Berliner Stadtwerke KommunalPartner GmbH;Berlin;52.533244;13.195488;22;Normalladeeinrichtung;2
Berliner Stadtwerke KommunalPartner GmbH;Berlin;52.52842;13.19689;30;Normalladeeinrichtung;2
E.ON Drive Infrastructure;Berlin;52.533676;13.174356;44;Normalladeeinrichtung;2
EnBW mobility+ AG und Co.KG;Berlin;52.53411;13.17589;150;Schnellladeeinrichtung;2
EnBW mobility+ AG und Co.KG;Berlin;52.53411;13.17589;300;Schnellladeeinrichtung;2
Kaufland;Berlin;52.53338;13.18913;93;Schnellladeeinrichtung;2
Mercedes- Benz AG - Niederlassung Berlin;Berlin;52.52902752;13.18303975;22;Normalladeeinrichtung;2
Mercedes- Benz AG - Niederlassung Berlin;Berlin;52.5286973;13.18321723;44;Normalladeeinrichtung;2
Mercedes- Benz AG - Niederlassung Berlin;Berlin;52.52846374;13.18302366;44;Normalladeeinrichtung;2
Mercedes- Benz AG - Niederlassung Berlin;Berlin;52.5279685;13.1846571;44;Normalladeeinrichtung;2
Mercedes- Benz AG - Niederlassung Berlin;Berlin;52.5277435;13.1849379;44;Normalladeeinrichtung;2
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.526205;13.197427;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.524897;13.199322;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.524818;13.19975;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.524372;13.201462;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.525819;13.19789;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.524122;13.201698;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.526979;13.192534;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.527239;13.192632;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.527511;13.192683;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.528247;13.192591;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.527178;13.189964;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.52703;13.190491;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.52911;13.17828;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.527427;13.189077;3.7;Normalladeeinrichtung;1
Berliner Stadtwerke KommunalPartner GmbH;Berlin;52.536848;13.187462;22;Normalladeeinrichtung;2
Shell Deutschland GmbH;Berlin;52.54765;13.194249;150;Schnellladeeinrichtung;2
Shell Deutschland GmbH;Berlin;52.54765;13.194249;150;Schnellladeeinrichtung;2
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.545383;13.188543;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.545918;13.188667;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.53999;13.17072;3.7;Normalladeeinrichtung;1
Berliner Stadtwerke KommunalPartner GmbH;Berlin;52.543092;13.201162;30;Normalladeeinrichtung;2
Berliner Stadtwerke KommunalPartner GmbH;Berlin;52.543395;13.205021;22;Normalladeeinrichtung;2
Berliner Stadtwerke KommunalPartner GmbH;Berlin;52.546716;13.207649;22;Normalladeeinrichtung;2
Berliner Stadtwerke KommunalPartner GmbH;Berlin;52.548469;13.199897;22;Normalladeeinrichtung;2
Berliner Stadtwerke KommunalPartner GmbH;Berlin;52.548974;13.203794;30;Normalladeeinrichtung;2
E.ON Drive Infrastructure;Berlin;52.555691;13.198259;44;Normalladeeinrichtung;2
InCharge AB Vattenfall;Berlin;52.5535153;13.1984648;22;Normalladeeinrichtung;2
Ladekonzepte;Berlin;52.549472;13.209051;43;Normalladeeinrichtung;2
Ladekonzepte;Berlin;52.549457;13.208858;43;Normalladeeinrichtung;2
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.553802;13.196772;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.554135;13.204623;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.554128;13.205154;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.545761;13.200424;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.545458;13.200298;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.540926;13.197234;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.540491;13.197943;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.540277;13.197743;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.540211;13.198158;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.542367;13.203778;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.54215;13.2041;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.542099;13.204623;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.542614;13.202991;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.546752;13.198564;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.544359;13.202463;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.548556;13.201367;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.548605;13.202376;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.548745;13.206756;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.548798;13.20766;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.548929;13.208083;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.55055;13.19898;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.55059;13.19941;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.547412;13.196997;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.547353;13.197412;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.546637;13.199164;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.55048;13.19843;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.55413;13.205661;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.547708;13.196286;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.54577;13.200925;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.545693;13.201385;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.545469;13.201672;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.545112;13.202711;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.544875;13.202859;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.544744;13.203246;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.54471;13.20067;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.54474;13.20118;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.549734;13.21284;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.549989;13.212844;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.55075;13.21326;3.7;Normalladeeinrichtung;1
ubitricity Gesellschaft für verteilte Energiesysteme mbH;Berlin;52.55121;13.21351;3.7;Normalladeeinrichtung;1
Berliner Stadtwerke KommunalPartner GmbH;Berlin;52.564857;13.207224;22;Normalladeeinrichtung;2
